url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/undetermined-property/for-sale/2850/boom/rbu65649,rbu65649,195000.0,NaN,NaN,NaN,84.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,Double glass,NaN,3.0,NaN,NaN,NaN,NaN,86.0,NaN
https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36389,vbd36389,171000.0,New,NaN,1.0,45.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,5.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/3720/kortessem/rbu27188,rbu27188,268000.0,New,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,NaN,NaN,1.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/office-space/for-sale/4020/wandre/vbd47443,vbd47443,279000.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Gas,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340.0,NaN
https://immovlan.be/en/detail/investment-property/for-sale/1070/anderlecht/vbd46604,vbd46604,799000.0,NaN,NaN,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,NaN,Not specified,NaN,NaN,4.0,NaN,NaN,0.0,2.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/9400/nederhasselt/rbu66250,rbu66250,414000.0,New,NaN,3.0,160.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,NaN,2.0,Hot air,Double glass,1.0,3.0,0.0,NaN,0.0,NaN,707.0,1.0
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbc03310,vbc03310,290333.0,New,NaN,3.0,176.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,3.0,0.0,191.0,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3581/beverlo/rbu60169,rbu60169,239000.0,NaN,On contract,3.0,146.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,2.0,NaN,NaN,1.0,2.0,0.0,NaN,0.0,18.0,702.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu55943,rbu55943,835000.0,NaN,On contract,5.0,379.0,NaN,0.0,0.0,2.0,NaN,NaN,2.0,NaN,2.0,Fuel oil,NaN,1.0,4.0,0.0,NaN,0.0,NaN,2333.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39540,vbd39540,267000.0,New,NaN,2.0,95.0,1.0,NaN,NaN,NaN,NaN,Independent,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,19.0,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/1340/ottignies/vbd43510,vbd43510,199000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,Electricity,NaN,1.0,NaN,NaN,NaN,NaN,NaN,105.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rbu66851,rbu66851,275000.0,To renovate,NaN,3.0,79.0,0.0,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,Double glass,0.0,NaN,0.0,70.0,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd37890,vbd37890,366200.0,New,NaN,2.0,81.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,2.0,NaN,NaN,NaN,2.0,0.0,NaN,0.0,13.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6820/florenville/vwd14538,vwd14538,375000.0,NaN,NaN,4.0,200.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,NaN,0.0,NaN,0.0,NaN,11928.0,NaN
https://immovlan.be/en/detail/residence/for-sale/2380/ravels/rbu27647,rbu27647,449000.0,NaN,On contract,3.0,269.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,NaN,2.0,Gas,NaN,1.0,3.0,0.0,NaN,0.0,NaN,1095.0,NaN
https://immovlan.be/en/detail/residence/for-sale/2320/hoogstraten/rbu65266,rbu65266,389000.0,Normal,On contract,3.0,157.0,1.0,0.0,0.0,1.0,Fully equipped,Western kitchen,2.0,NaN,2.0,Gas,Double glass,NaN,3.0,0.0,NaN,0.0,36.0,652.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd30376,vbd30376,245000.0,NaN,NaN,2.0,70.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,NaN,1.0,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbd48855,vbd48855,135000.0,NaN,On contract,4.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd45673,vbd45673,120000.0,To renovate,Immediately,1.0,48.0,0.0,NaN,NaN,NaN,Partially equipped,Kitchenette,1.0,1.0,1.0,Gas,NaN,0.0,NaN,1.0,NaN,0.0,10.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/2430/vorst/rbu62161,rbu62161,750000.0,Normal,Negotiable,3.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,2.0,NaN,2.0,Fuel oil,NaN,1.0,4.0,0.0,NaN,0.0,NaN,4690.0,0.0
https://immovlan.be/en/detail/residence/for-sale/1420/braine-l-alleud/vbd47324,vbd47324,949000.0,Excellent,On contract,4.0,295.0,1.0,NaN,0.0,1.0,NaN,NaN,3.0,NaN,4.0,Gas,NaN,1.0,4.0,0.0,1060.0,0.0,NaN,1190.0,1.0
https://immovlan.be/en/detail/residence/for-sale/2580/beerzel/rbu58985,rbu58985,550000.0,Normal,NaN,3.0,276.0,NaN,0.0,0.0,1.0,NaN,NaN,2.0,1.0,1.0,Gas,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,1021.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28658,vbd28658,364000.0,New,NaN,2.0,90.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/3630/maasmechelen/rbu51689,rbu51689,15000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,860.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/2660/hoboken/rbu63095,rbu63095,198000.0,New,On contract,1.0,50.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,2.0,0.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/4140/dolembreux/vba56890,vba56890,170000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1310.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd32693,vbd32693,179000.0,Normal,NaN,1.0,47.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,1.0,1.0,Gas,NaN,0.0,2.0,1.0,NaN,1.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/2018/antwerp/rbu60640,rbu60640,399000.0,New,Immediately,2.0,135.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,0.0,2.0,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd49848,vbd49848,190000.0,Normal,On contract,1.0,68.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,1.0,NaN,1.0,NaN,1.0,NaN,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/1460/ittre/vbd49094,vbd49094,397585.0,New,NaN,3.0,152.0,1.0,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,Double glass,1.0,3.0,0.0,NaN,0.0,19.0,409.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbu67261,rbu67261,380000.0,New,NaN,2.0,94.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,NaN,2.0,NaN,Double glass,0.0,4.0,NaN,NaN,0.0,30.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3140/keerbergen/rbu56324,rbu56324,315000.0,NaN,NaN,3.0,133.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.0,NaN,0.0,NaN,1435.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6280/loverval/vbd41381,vbd41381,199000.0,Normal,On contract,2.0,108.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,2.0,1.0,NaN,0.0,9.0,NaN,0.0
https://immovlan.be/en/detail/residence/for-sale/5360/hamois/vbd36295,vbd36295,385000.0,Excellent,On contract,4.0,177.0,NaN,0.0,0.0,1.0,Fully equipped,Western kitchen,1.0,NaN,2.0,Fuel oil,NaN,1.0,4.0,0.0,NaN,0.0,NaN,1081.0,NaN
https://immovlan.be/en/detail/villa/for-sale/8530/harelbeke/rbu66728,rbu66728,1650000.0,Normal,On contract,4.0,520.0,1.0,NaN,0.0,2.0,NaN,NaN,3.0,NaN,3.0,Not specified,NaN,1.0,4.0,0.0,NaN,0.0,NaN,3667.0,0.0
https://immovlan.be/en/detail/residence/for-sale/3580/beringen/rbu65754,rbu65754,295000.0,Normal,NaN,4.0,184.0,1.0,NaN,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Fuel oil,NaN,1.0,3.0,1.0,NaN,1.0,NaN,385.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbd49634,vbd49634,169000.0,Normal,NaN,2.0,80.0,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,2.0,NaN,NaN
https://immovlan.be/en/detail/triplex/for-sale/2018/antwerp/rbu64437,rbu64437,970000.0,Excellent,NaN,5.0,205.0,NaN,NaN,0.0,8.0,NaN,NaN,3.0,NaN,NaN,NaN,NaN,0.0,2.0,0.0,NaN,0.0,42.0,NaN,NaN
https://immovlan.be/en/detail/parking/for-sale/2490/balen/rbu64358,rbu64358,20000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbu61423,rbu61423,427000.0,NaN,On contract,3.0,143.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,2.0,Not specified,Double glass,1.0,2.0,0.0,NaN,0.0,25.0,249.0,NaN
https://immovlan.be/en/detail/master-house/for-sale/9600/ronse/rbu66014,rbu66014,424000.0,Normal,NaN,5.0,410.0,1.0,0.0,NaN,NaN,Fully equipped,Western kitchen,2.0,2.0,3.0,Gas,Double glass,1.0,2.0,0.0,150.0,0.0,44.0,360.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43027,rbu43027,260000.0,New,Immediately,1.0,79.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,1.0,NaN,0.0,14.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd44423,vbd44423,259500.0,New,NaN,1.0,73.0,NaN,NaN,0.0,1.0,Super equipped,NaN,1.0,1.0,1.0,Gas,Double glass,0.0,2.0,0.0,NaN,0.0,3.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/5500/anseremme/vbd30912,vbd30912,385000.0,NaN,From 19/12/2025,4.0,155.0,1.0,NaN,0.0,1.0,NaN,NaN,NaN,1.0,NaN,Not specified,NaN,1.0,NaN,0.0,NaN,1.0,NaN,1305.0,NaN
https://immovlan.be/en/detail/villa/for-sale/3680/maaseik/rbu62560,rbu62560,729000.0,NaN,On contract,4.0,450.0,NaN,0.0,0.0,1.0,NaN,NaN,2.0,NaN,3.0,Fuel oil,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,9268.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd49080,vbd49080,269000.0,Fully renovated,On contract,3.0,200.0,NaN,0.0,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,2.0,Fuel oil,Double glass,1.0,3.0,0.0,307.0,0.0,115.0,868.0,1.0
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd12942,vbd12942,195000.0,Normal,NaN,3.0,NaN,1.0,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Fuel oil,NaN,1.0,2.0,0.0,NaN,1.0,NaN,228.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbu62047,rbu62047,287280.0,NaN,NaN,2.0,101.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0,44.0,0.0,16.0,NaN,NaN
https://immovlan.be/en/detail/villa/for-sale/1780/wemmel/vbd44850,vbd44850,985000.0,Excellent,On contract,3.0,240.0,1.0,0.0,0.0,1.0,Super equipped,NaN,2.0,NaN,3.0,Gas,Double glass,1.0,4.0,0.0,500.0,0.0,45.0,801.0,0.0
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd45084,vbd45084,179000.0,Excellent,On contract,2.0,93.0,1.0,NaN,0.0,1.0,Fully equipped,Western kitchen,2.0,2.0,2.0,Gas,Double glass,1.0,2.0,0.0,500.0,0.0,15.0,NaN,1.0
https://immovlan.be/en/detail/commercial-building/for-sale/3600/genk/rbu51009,rbu51009,279000.0,To be renovated,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,Hot air,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbb92220,vbb92220,230000.0,To be renovated,NaN,3.0,150.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,0.0,2.0,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd01945,vbd01945,256700.0,New,NaN,2.0,85.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,Gas,NaN,0.0,4.0,1.0,NaN,0.0,27.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd43264,vbd43264,415000.0,New,NaN,2.0,95.0,1.0,NaN,0.0,1.0,NaN,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,11.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/4257/corswarem/vbd43349,vbd43349,387000.0,New,Immediately,3.0,186.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Not specified,NaN,1.0,4.0,0.0,NaN,0.0,NaN,866.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu61425,rbu61425,1750000.0,NaN,On contract,4.0,618.0,NaN,NaN,0.0,NaN,NaN,NaN,3.0,NaN,3.0,Gas,NaN,1.0,4.0,0.0,NaN,0.0,60.0,2813.0,0.0
https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbe67894,rbe67894,505000.0,New,NaN,1.0,124.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,0.0,NaN,0.0,NaN,0.0,85.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2870/puurs-sint-amands/rbi70785,rbi70785,289000.0,New,NaN,2.0,99.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.0,0.0,NaN,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu27339,rbu27339,349500.0,New,NaN,2.0,102.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,Hot air,Triple glass,0.0,2.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42039,vbd42039,435000.0,New,NaN,2.0,84.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu56140,rbu56140,399000.0,New,NaN,3.0,120.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,2.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd44603,vbd44603,210000.0,Excellent,On contract,1.0,60.0,NaN,NaN,0.0,NaN,Super equipped,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,2.0,1.0,NaN,0.0,5.0,NaN,1.0
https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbd44200,vbd44200,650000.0,Excellent,On contract,4.0,250.0,1.0,0.0,NaN,NaN,Super equipped,NaN,2.0,NaN,2.0,Gas,Double glass,1.0,4.0,0.0,753.0,0.0,50.0,753.0,1.0
https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbu55464,rbu55464,455000.0,New,Immediately,4.0,183.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,NaN,1.0,NaN,0.0,NaN,0.0,NaN,445.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd48734,vbd48734,180000.0,NaN,NaN,4.0,240.0,1.0,0.0,NaN,NaN,NaN,NaN,2.0,NaN,NaN,Fuel oil,NaN,1.0,NaN,0.0,NaN,0.0,NaN,307.0,NaN
https://immovlan.be/en/detail/penthouse/for-sale/4367/crisnee/vbc87336,vbc87336,446500.0,New,NaN,3.0,165.0,1.0,NaN,0.0,1.0,Fully equipped,Western kitchen,2.0,1.0,1.0,NaN,Double glass,0.0,3.0,0.0,NaN,0.0,12.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43768,vbd43768,325007.0,New,NaN,3.0,164.0,1.0,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Gas,NaN,1.0,NaN,0.0,218.0,1.0,NaN,299.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd49476,vbd49476,246200.0,NaN,NaN,2.0,85.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,2.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd47531,vbd47531,1100000.0,New,NaN,3.0,166.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,2.0,2.0,Hot air,Triple glass,0.0,2.0,0.0,NaN,0.0,35.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vaz36118,vaz36118,356500.0,New,On contract,2.0,114.0,1.0,NaN,0.0,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,0.0,2.0,0.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/8501/heule/rbu66803,rbu66803,395000.0,Normal,NaN,3.0,160.0,1.0,0.0,0.0,1.0,Fully equipped,Western kitchen,1.0,NaN,2.0,Gas,Double glass,1.0,2.0,0.0,100.0,0.0,45.0,300.0,1.0
https://immovlan.be/en/detail/villa/for-sale/5070/sart-saint-laurent/vbd45300,vbd45300,279000.0,Excellent,On contract,3.0,153.0,1.0,0.0,0.0,1.0,Fully equipped,Western kitchen,1.0,1.0,2.0,Fuel oil,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,807.0,1.0
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd12851,vbd12851,189000.0,To be renovated,NaN,4.0,180.0,1.0,0.0,NaN,NaN,NaN,NaN,2.0,1.0,2.0,NaN,Double glass,1.0,4.0,0.0,1379.0,1.0,NaN,1379.0,1.0
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd49061,vbd49061,870000.0,To be renovated,On contract,4.0,280.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,2.0,2.0,3.0,Fuel oil,Double glass,1.0,2.0,0.0,75.0,0.0,12.0,160.0,1.0
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu35361,rbu35361,486600.0,New,Immediately,3.0,208.0,1.0,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Not specified,NaN,1.0,3.0,0.0,NaN,1.0,NaN,884.0,0.0
https://immovlan.be/en/detail/studio/for-sale/7000/mons/vbd45122,vbd45122,156000.0,New,NaN,NaN,12.0,NaN,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,Hot air,NaN,0.0,4.0,NaN,NaN,1.0,NaN,NaN,1.0
https://immovlan.be/en/detail/business-surface/for-sale/5000/namur/vwd15306,vwd15306,20000.0,Normal,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd30988,vbd30988,295000.0,To be renovated,On contract,3.0,185.0,1.0,0.0,0.0,1.0,NaN,NaN,NaN,1.0,2.0,Fuel oil,NaN,1.0,3.0,0.0,NaN,0.0,15.0,884.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8380/dudzele/rbu60155,rbu60155,399000.0,NaN,Immediately,2.0,NaN,NaN,0.0,0.0,NaN,NaN,NaN,2.0,NaN,1.0,Gas,NaN,1.0,NaN,0.0,NaN,0.0,1.0,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/4000/liege/vbd47845,vbd47845,150000.0,Normal,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0,Hot air,Double glass,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7300/boussu/vbd45527,vbd45527,250000.0,NaN,NaN,2.0,180.0,1.0,NaN,NaN,NaN,NaN,NaN,2.0,2.0,4.0,NaN,Double glass,1.0,2.0,1.0,NaN,0.0,5.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/7940/brugelette/vba94306,vba94306,261000.0,New,NaN,2.0,103.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,NaN,1.0,Gas,NaN,NaN,NaN,NaN,NaN,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/parking/for-sale/1600/sint-pieters-leeuw/rbk43466,rbk43466,13000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/2560/nijlen/rbu66961,rbu66961,399000.0,New,NaN,3.0,165.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Double glass,NaN,2.0,0.0,NaN,0.0,NaN,312.0,NaN
https://immovlan.be/en/detail/residence/for-sale/4280/petit-hallet/vbc94239,vbc94239,125000.0,To be renovated,On contract,3.0,128.0,1.0,NaN,0.0,1.0,Partially equipped,Kitchenette,1.0,1.0,2.0,NaN,Double glass,1.0,3.0,0.0,208.0,1.0,NaN,308.0,NaN
https://immovlan.be/en/detail/residence/for-sale/4987/la-gleize/vbd49191,vbd49191,250000.0,To be renovated,NaN,3.0,116.0,1.0,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,Fuel oil,NaN,1.0,4.0,0.0,1800.0,0.0,NaN,1878.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc03945,vbc03945,289320.0,New,NaN,1.0,80.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,1.0,1.0,Gas,NaN,0.0,3.0,1.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1785/merchtem/rbu65917,rbu65917,525000.0,Normal,NaN,3.0,163.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,3.0,1.0,NaN,0.0,37.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbs86079,rbs86079,360000.0,New,Immediately,4.0,174.0,1.0,NaN,NaN,NaN,Super equipped,NaN,NaN,NaN,2.0,NaN,NaN,1.0,3.0,0.0,NaN,0.0,NaN,317.0,NaN
https://immovlan.be/en/detail/investment-property/for-sale/4600/vise/vbd47991,vbd47991,419000.0,Normal,On contract,4.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,2.0,NaN,2.0,Fuel oil,Double glass,NaN,2.0,0.0,500.0,NaN,NaN,698.0,NaN
https://immovlan.be/en/detail/residence/for-sale/8900/dikkebus/rbu62072,rbu62072,179900.0,NaN,Immediately,3.0,105.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,1.0,2.0,0.0,NaN,0.0,NaN,343.0,NaN
https://immovlan.be/en/detail/residence/for-sale/7640/antoing/vbd36691,vbd36691,235000.0,NaN,On contract,3.0,155.0,1.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,Not specified,NaN,1.0,NaN,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/studio/for-sale/9450/haaltert/rbu59607,rbu59607,215000.0,Normal,On contract,1.0,75.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,Double glass,1.0,NaN,0.0,NaN,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/land/for-sale/4690/bassenge/vau21835,vau21835,95900.0,NaN,Immediately,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1155.0,NaN
https://immovlan.be/en/detail/land/for-sale/8570/ingooigem/rbu65274,rbu65274,695000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5304.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu61359,rbu61359,319000.0,Excellent,On contract,3.0,160.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,1.0,3.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd48884,vbd48884,549000.0,Normal,Immediately,20.0,775.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,Fuel oil,Double glass,NaN,4.0,NaN,NaN,NaN,NaN,1149.0,NaN
