url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/land/for-sale/4821/andrimont/vbd07567,vbd07567,199000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1290.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1420/braine-l-alleud/vaz75232,vaz75232,289000.0,New,NaN,1.0,NaN,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,4.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/ground-floor/for-sale/2500/lier/rbu38134,rbu38134,394000.0,New,Immediately,3.0,118.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,2.0,0.0,200.0,0.0,61.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu64840,rbu64840,265000.0,NaN,NaN,3.0,190.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,1.0,3.0,0.0,NaN,1.0,NaN,507.0,0.0
https://immovlan.be/en/detail/land/for-sale/3550/heusden-zolder/rbu58846,rbu58846,160000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,727.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbu50148,rbu50148,520000.0,Normal,On contract,3.0,198.0,NaN,NaN,0.0,1.0,Super equipped,NaN,2.0,NaN,2.0,Fuel oil,Double glass,NaN,4.0,0.0,NaN,0.0,NaN,506.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36409,vbd36409,219000.0,New,NaN,1.0,71.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,8.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbt96950,rbt96950,215000.0,To be renovated,On contract,2.0,216.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Fuel oil,NaN,1.0,2.0,1.0,NaN,0.0,NaN,76.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd47865,vbd47865,350000.0,NaN,NaN,2.0,90.0,NaN,NaN,0.0,1.0,NaN,NaN,NaN,1.0,NaN,Not specified,NaN,NaN,2.0,1.0,NaN,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbd33053,vbd33053,245000.0,Excellent,On contract,2.0,112.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,NaN,NaN,1.0,2.0,0.0,7.0,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/2800/mechelen/rbu62086,rbu62086,549000.0,NaN,Immediately,5.0,341.0,NaN,0.0,0.0,2.0,NaN,NaN,1.0,NaN,2.0,Gas,Double glass,NaN,4.0,0.0,NaN,0.0,NaN,942.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1640/sint-genesius-rode/vbd36495,vbd36495,1650000.0,Normal,Immediately,5.0,337.0,NaN,0.0,NaN,NaN,Super equipped,NaN,2.0,3.0,3.0,Gas,NaN,1.0,4.0,0.0,300.0,0.0,NaN,3400.0,0.0
https://immovlan.be/en/detail/residence/for-sale/3840/rijkel/rbs14522,rbs14522,263675.0,New,NaN,1.0,93.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Electricity,NaN,1.0,NaN,0.0,NaN,0.0,13.0,NaN,NaN
https://immovlan.be/en/detail/villa/for-sale/6110/montigny-le-tilleul/vbd46156,vbd46156,229000.0,To renovate,On contract,3.0,100.0,1.0,0.0,0.0,2.0,Fully equipped,Western kitchen,1.0,NaN,1.0,NaN,Double glass,1.0,4.0,0.0,NaN,0.0,NaN,475.0,NaN
https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbd48928,vbd48928,1285000.0,NaN,On contract,3.0,350.0,1.0,NaN,0.0,2.0,NaN,NaN,2.0,2.0,4.0,Not specified,NaN,1.0,4.0,0.0,4000.0,0.0,NaN,4763.0,0.0
https://immovlan.be/en/detail/land/for-sale/1470/genappe/vbb54854,vbb54854,235000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1802.0,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/3700/tongeren/rbu58306,rbu58306,275000.0,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,Simple glass,NaN,NaN,NaN,NaN,NaN,NaN,130.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1457/walhain-saint-paul/vbd38486,vbd38486,285000.0,To be renovated,Immediately,4.0,160.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,NaN,2.0,Fuel oil,NaN,1.0,NaN,0.0,550.0,0.0,15.0,860.0,NaN
https://immovlan.be/en/detail/cottage/for-sale/4210/burdinne/vbd32238,vbd32238,175000.0,NaN,NaN,3.0,219.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,1.0,2.0,0.0,NaN,NaN,NaN,2900.0,1.0
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd45254,vbd45254,185000.0,Normal,On contract,3.0,143.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,2.0,Fuel oil,NaN,1.0,2.0,0.0,16.0,0.0,19.0,130.0,1.0
https://immovlan.be/en/detail/land/for-sale/2800/mechelen/rbu46502,rbu46502,149000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385.0,NaN
https://immovlan.be/en/detail/development-site/for-sale/9506/zandbergen/rbu67281,rbu67281,320000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3079.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6720/habay/vay42314,vay42314,256500.0,New,On contract,1.0,90.0,NaN,NaN,0.0,NaN,Not equipped,Independent,1.0,NaN,1.0,NaN,Triple glass,0.0,NaN,0.0,65.0,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28672,vbd28672,405000.0,New,NaN,2.0,96.0,1.0,NaN,NaN,NaN,NaN,NaN,2.0,NaN,2.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,13.0,NaN,NaN
https://immovlan.be/en/detail/villa/for-sale/8370/blankenberge/rbu59616,rbu59616,459900.0,NaN,NaN,3.0,236.0,NaN,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,4.0,0.0,NaN,0.0,NaN,500.0,NaN
https://immovlan.be/en/detail/residence/for-sale/5570/beauraing/vbd41701,vbd41701,359000.0,NaN,NaN,4.0,259.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,1.0,2.0,NaN,NaN,1.0,2.0,0.0,NaN,0.0,NaN,1200.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd44210,vbd44210,241471.0,New,NaN,2.0,78.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd37013,vbd37013,177000.0,New,NaN,1.0,47.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,3.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/loft/for-sale/8500/kortrijk/rbu66724,rbu66724,449000.0,NaN,Immediately,2.0,180.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,0.0,2.0,1.0,NaN,1.0,NaN,NaN,NaN
https://immovlan.be/en/detail/commercial-building/for-sale/3550/heusden-zolder/rbu58836,rbu58836,395000.0,New,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/investment-property/for-sale/3000/leuven/rbu38823,rbu38823,230000.0,NaN,NaN,1.0,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Gas,Double glass,NaN,2.0,0.0,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/penthouse/for-sale/4000/liege/vbb01684,vbb01684,425000.0,New,NaN,2.0,116.0,NaN,NaN,NaN,NaN,NaN,Independent,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,NaN,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd47337,vbd47337,350000.0,Normal,NaN,1.0,72.0,NaN,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,Gas,Double glass,0.0,2.0,1.0,NaN,0.0,40.0,NaN,1.0
https://immovlan.be/en/detail/investment-property/for-sale/9450/haaltert/rbu66260,rbu66260,575000.0,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,NaN,3.0,NaN,NaN,NaN,NaN,824.0,NaN
https://immovlan.be/en/detail/residence/for-sale/8940/wervik/rbu45195,rbu45195,239000.0,NaN,On contract,4.0,204.0,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,3.0,Hot air,Simple glass,1.0,2.0,0.0,NaN,1.0,NaN,560.0,NaN
https://immovlan.be/en/detail/residence/for-sale/1390/grez-doiceau/vbd34274,vbd34274,365000.0,To be renovated,On contract,3.0,150.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,1.0,2.0,Fuel oil,Simple glass,1.0,4.0,0.0,1000.0,0.0,12.0,8230.0,1.0
https://immovlan.be/en/detail/residence/for-sale/4520/wanze/vba05118,vba05118,274000.0,To renovate,Immediately,2.0,79.0,NaN,0.0,0.0,1.0,NaN,Independent,1.0,1.0,1.0,Fuel oil,Double glass,1.0,4.0,0.0,2390.0,0.0,22.0,2580.0,1.0
https://immovlan.be/en/detail/ground-floor/for-sale/1300/wavre/vbd30844,vbd30844,279300.0,New,NaN,1.0,57.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,0.0,36.0,0.0,6.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbb42957,vbb42957,323000.0,New,NaN,1.0,86.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,Electricity,NaN,0.0,NaN,0.0,94.0,0.0,48.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/7500/tournai/vbd46082,vbd46082,536000.0,Excellent,On contract,4.0,NaN,NaN,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,4.0,0.0,NaN,0.0,NaN,639.0,NaN
https://immovlan.be/en/detail/ground-floor/for-sale/1330/rixensart/vbd03432,vbd03432,575000.0,New,NaN,2.0,134.0,1.0,NaN,0.0,18.0,NaN,NaN,2.0,NaN,2.0,Hot air,NaN,0.0,3.0,0.0,118.0,0.0,13.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbu65657,rbu65657,465000.0,NaN,NaN,4.0,190.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Fuel oil,Double glass,NaN,2.0,0.0,NaN,0.0,NaN,275.0,NaN
https://immovlan.be/en/detail/residence/for-sale/6940/durbuy/vbd32788,vbd32788,299000.0,Excellent,NaN,4.0,171.0,1.0,0.0,NaN,NaN,Super equipped,NaN,4.0,4.0,5.0,Gas,Double glass,1.0,2.0,1.0,NaN,0.0,NaN,290.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3720/kortessem/rbu27189,rbu27189,309470.0,New,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,NaN,NaN,1.0,NaN,0.0,17.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/4051/vaux-sous-chevremont/vbd45690,vbd45690,249000.0,Normal,On contract,3.0,202.0,1.0,0.0,0.0,1.0,Super equipped,NaN,1.0,NaN,2.0,NaN,Double glass,1.0,3.0,0.0,50.0,0.0,20.0,230.0,1.0
https://immovlan.be/en/detail/penthouse/for-sale/5000/namur/vbc58309,vbc58309,289000.0,New,On contract,2.0,96.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Gas,Double glass,0.0,2.0,1.0,NaN,0.0,6.0,NaN,1.0
https://immovlan.be/en/detail/land/for-sale/6840/neufchateau/vbc98611,vbc98611,125000.0,NaN,Immediately,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1228.0,NaN
https://immovlan.be/en/detail/penthouse/for-sale/1200/sint-lambrechts-woluwe/vbd47464,vbd47464,430000.0,Normal,On contract,2.0,115.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,1.0,2.0,Gas,Double glass,0.0,2.0,1.0,NaN,0.0,14.0,NaN,1.0
https://immovlan.be/en/detail/residence/for-sale/4680/oupeye/vbd43985,vbd43985,369000.0,Normal,Negotiable,5.0,226.0,NaN,0.0,0.0,1.0,NaN,NaN,1.0,1.0,1.0,Fuel oil,Double glass,NaN,4.0,0.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/development-site/for-sale/1420/braine-l-alleud/vbd38935,vbd38935,650000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4500.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6970/tenneville/vbb85591,vbb85591,234900.0,New,NaN,2.0,93.0,1.0,NaN,NaN,NaN,NaN,Independent,1.0,NaN,1.0,Gas,Double glass,1.0,3.0,0.0,NaN,0.0,NaN,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36755,vbd36755,226000.0,New,NaN,2.0,85.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,4.0,1.0,NaN,0.0,7.0,NaN,NaN
https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36402,vbd36402,195000.0,New,NaN,1.0,45.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,7.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40051,vbd40051,322670.0,New,Immediately,2.0,88.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,0.0,NaN,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/development-site/for-sale/6850/paliseul/vbd09428,vbd09428,65000.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1350.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3740/munsterbilzen/rbu66619,rbu66619,439000.0,NaN,NaN,3.0,213.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,NaN,NaN,Gas,NaN,1.0,3.0,0.0,NaN,1.0,NaN,888.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3020/herent/rbu12682,rbu12682,448850.0,New,On contract,2.0,99.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,NaN,Not specified,NaN,0.0,4.0,0.0,NaN,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4450/juprelle/vbc31157,vbc31157,288424.0,New,On contract,2.0,110.0,1.0,NaN,NaN,NaN,Fully equipped,Western kitchen,1.0,1.0,1.0,NaN,Double glass,0.0,NaN,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/3570/alken/rbu55794,rbu55794,293000.0,NaN,On contract,3.0,169.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,1.0,3.0,0.0,NaN,1.0,NaN,858.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rwc41114,rwc41114,269000.0,NaN,NaN,3.0,88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd43606,vbd43606,795000.0,New,NaN,4.0,215.0,NaN,NaN,NaN,NaN,NaN,NaN,1.0,2.0,3.0,NaN,NaN,NaN,2.0,0.0,265.0,0.0,28.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd01953,vbd01953,255400.0,New,NaN,2.0,89.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,Gas,NaN,0.0,4.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/ground-floor/for-sale/1160/oudergem/vbd29860,vbd29860,650000.0,New,NaN,2.0,110.0,1.0,NaN,0.0,1.0,Super equipped,NaN,2.0,1.0,2.0,Hot air,Double glass,0.0,NaN,0.0,82.0,0.0,30.0,NaN,1.0
https://immovlan.be/en/detail/investment-property/for-sale/4550/nandrin/vbd47334,vbd47334,515000.0,Excellent,NaN,4.0,NaN,NaN,0.0,0.0,1.0,Super equipped,NaN,2.0,3.0,3.0,Fuel oil,Double glass,1.0,4.0,0.0,800.0,0.0,30.0,1057.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd28006,vbd28006,224000.0,NaN,NaN,1.0,54.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Not specified,NaN,1.0,NaN,1.0,NaN,0.0,9.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbu62059,rbu62059,219000.0,Normal,Immediately,2.0,86.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,Gas,NaN,0.0,2.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1310/la-hulpe/vbd48105,vbd48105,695000.0,To be renovated,On contract,7.0,302.0,1.0,NaN,0.0,2.0,NaN,Independent,3.0,1.0,3.0,NaN,NaN,1.0,4.0,0.0,1080.0,0.0,10.0,1280.0,1.0
https://immovlan.be/en/detail/land/for-sale/1457/nil-saint-vincent-saint-martin/vbd46474,vbd46474,244626.0,NaN,Negotiable,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40771.0,NaN
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu65767,rbu65767,315000.0,New,NaN,4.0,209.0,NaN,0.0,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,Triple glass,NaN,3.0,0.0,NaN,NaN,NaN,436.0,NaN
https://immovlan.be/en/detail/development-site/for-sale/9880/aalter/rbt20518,rbt20518,205500.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1490/court-saint-etienne/vbd29742,vbd29742,367000.0,New,NaN,2.0,97.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,2.0,0.0,55.0,0.0,13.0,NaN,1.0
https://immovlan.be/en/detail/villa/for-sale/5575/vencimont/vbd42218,vbd42218,425000.0,New,On contract,3.0,140.0,1.0,NaN,0.0,NaN,NaN,Independent,1.0,NaN,2.0,NaN,Double glass,NaN,4.0,0.0,NaN,0.0,NaN,433.0,NaN
https://immovlan.be/en/detail/residence/for-sale/7070/thieu/vbd50055,vbd50055,339000.0,New,From 30/12/2025,3.0,143.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,1.0,2.0,Not specified,NaN,1.0,3.0,0.0,NaN,0.0,NaN,397.0,NaN
https://immovlan.be/en/detail/residence/for-sale/9800/deinze/rbu42297,rbu42297,526200.0,NaN,NaN,3.0,193.0,NaN,0.0,0.0,NaN,NaN,NaN,1.0,NaN,2.0,NaN,NaN,NaN,NaN,0.0,117.0,0.0,12.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36807,vbd36807,212000.0,New,NaN,2.0,83.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,3.0,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbd39670,vbd39670,350000.0,Normal,NaN,3.0,200.0,1.0,0.0,0.0,1.0,NaN,NaN,1.0,NaN,1.0,Gas,NaN,1.0,4.0,0.0,320.0,0.0,15.0,620.0,NaN
https://immovlan.be/en/detail/apartment/for-sale/3290/diest/rbu35190,rbu35190,318000.0,New,Immediately,2.0,91.0,1.0,NaN,0.0,NaN,NaN,NaN,1.0,NaN,1.0,NaN,NaN,0.0,4.0,1.0,NaN,0.0,14.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47560,vbd47560,420000.0,New,NaN,2.0,98.0,1.0,NaN,0.0,1.0,Super equipped,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,2.0,0.0,NaN,0.0,16.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc51208,vbc51208,268207.0,New,NaN,2.0,90.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,NaN,Double glass,0.0,4.0,0.0,57.0,0.0,17.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/6769/gerouville/vbd31791,vbd31791,298000.0,Normal,On contract,4.0,129.0,1.0,0.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0,Gas,NaN,1.0,4.0,0.0,1200.0,0.0,40.0,1331.0,NaN
https://immovlan.be/en/detail/residence/for-sale/2590/berlaar/rbt30843,rbt30843,347000.0,New,Immediately,3.0,133.0,1.0,NaN,NaN,NaN,Super equipped,NaN,1.0,NaN,1.0,NaN,NaN,1.0,3.0,0.0,61.0,0.0,17.0,NaN,NaN
https://immovlan.be/en/detail/residence/for-sale/1502/lembeek/rbu67275,rbu67275,249000.0,To be renovated,Immediately,4.0,135.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc94345,vbc94345,426000.0,NaN,NaN,2.0,126.0,NaN,NaN,0.0,NaN,Fully equipped,Western kitchen,1.0,NaN,1.0,Hot air,Double glass,0.0,NaN,NaN,NaN,0.0,25.0,NaN,1.0
https://immovlan.be/en/detail/apartment/for-sale/6220/fleurus/vbb07463,vbb07463,228000.0,New,NaN,2.0,81.0,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.0,15.0,0.0,201.0,NaN,NaN
https://immovlan.be/en/detail/studio/for-sale/1070/anderlecht/vbd44022,vbd44022,258650.0,New,NaN,0.0,44.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,NaN,NaN,NaN,2.0,1.0,NaN,0.0,6.0,NaN,NaN
https://immovlan.be/en/detail/penthouse/for-sale/1030/schaarbeek/rwc41118,rwc41118,459000.0,Excellent,NaN,3.0,120.0,NaN,1.0,NaN,NaN,Fully equipped,Western kitchen,1.0,NaN,NaN,Gas,Triple glass,0.0,3.0,NaN,NaN,0.0,8.0,NaN,1.0
https://immovlan.be/en/detail/ground-floor/for-sale/1160/oudergem/vbd37087,vbd37087,650000.0,New,NaN,2.0,110.0,1.0,NaN,0.0,NaN,Super equipped,NaN,1.0,1.0,2.0,NaN,Double glass,0.0,2.0,0.0,NaN,0.0,30.0,NaN,1.0
https://immovlan.be/en/detail/investment-property/for-sale/3980/tessenderlo/rbu65261,rbu65261,495000.0,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Gas,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd47310,vbd47310,145000.0,Normal,On contract,2.0,85.0,0.0,NaN,0.0,1.0,NaN,NaN,1.0,NaN,1.0,NaN,Double glass,0.0,2.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbd39536,vbd39536,161000.0,New,NaN,1.0,55.0,1.0,NaN,NaN,NaN,NaN,Independent,1.0,NaN,1.0,Gas,Double glass,0.0,NaN,1.0,NaN,0.0,4.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbb76083,vbb76083,293392.0,NaN,On contract,2.0,96.0,1.0,NaN,0.0,6.0,NaN,NaN,1.0,1.0,1.0,Hot air,Double glass,0.0,2.0,1.0,NaN,0.0,15.0,NaN,NaN
https://immovlan.be/en/detail/land/for-sale/2260/oevel/rbu05841,rbu05841,179000.0,NaN,On contract,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,419.0,NaN
https://immovlan.be/en/detail/residence/for-sale/6838/corbion/vbd18852,vbd18852,349000.0,New,Immediately,3.0,220.0,1.0,0.0,0.0,1.0,NaN,Independent,2.0,2.0,NaN,Gas,Double glass,1.0,3.0,0.0,150.0,0.0,16.0,303.0,1.0
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd48628,vbd48628,419000.0,New,NaN,2.0,98.0,1.0,NaN,NaN,NaN,Super equipped,NaN,2.0,NaN,2.0,NaN,Double glass,NaN,3.0,1.0,NaN,0.0,NaN,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40057,vbd40057,334394.0,New,Immediately,2.0,92.0,1.0,NaN,0.0,NaN,NaN,NaN,2.0,NaN,2.0,NaN,NaN,0.0,NaN,1.0,NaN,0.0,8.0,NaN,NaN
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd48452,vbd48452,440000.0,Excellent,On contract,3.0,140.0,NaN,NaN,0.0,NaN,NaN,NaN,2.0,1.0,2.0,NaN,Double glass,1.0,2.0,1.0,NaN,1.0,NaN,NaN,0.0
https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbb58206,vbb58206,300810.0,Normal,NaN,2.0,82.0,1.0,NaN,NaN,NaN,Not equipped,NaN,NaN,1.0,1.0,Not specified,NaN,0.0,NaN,1.0,NaN,0.0,6.0,NaN,NaN
